strain,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8
1,15,134,228,189,208,163,255,218
1,15,134,251,68,278,122,99,218
1,15,134,251,190,286,68,255,306
1,15,134,254,50,280,122,255,203
1,15,134,254,57,278,157,99,218
1,15,134,254,136,279,163,222,306
1,15,134,275,40,286,129,236,306
1,15,134,275,190,200,216,255,218
1,15,134,275,190,279,147,245,307
1,15,161,132,68,278,87,99,218
1,15,161,132,68,278,133,99,218
1,15,161,137,190,275,87,224,218
1,15,161,137,190,275,87,224,265
1,15,161,228,50,278,122,99,218
1,15,161,251,40,278,133,99,218
1,15,161,251,40,278,133,222,305
26,15,161,251,50,278,122,99,218
1,15,161,251,68,278,87,99,218
2,15,161,251,68,278,122,99,218
1,15,161,251,183,278,133,222,31
1,15,161,251,190,275,87,224,265
1,15,161,251,190,278,87,224,265
1,15,161,251,190,293,87,99,307
1,15,198,275,68,259,133,222,307
1,15,198,275,68,259,245,222,307
1,15,203,137,190,275,87,224,265
1,15,203,251,190,275,87,224,265
1,15,203,251,190,278,87,99,265
1,15,209,195,40,266,69,284,286
1,15,209,196,188,293,87,222,307
1,15,209,196,227,293,87,222,307
1,15,209,207,188,293,87,222,307
1,15,209,207,227,293,87,222,307
1,15,209,208,188,286,68,255,218
1,15,209,208,188,293,68,224,306
1,15,209,228,188,293,87,222,307
1,15,209,228,227,293,87,222,307
5,15,209,254,68,273,163,222,306
1,15,209,254,136,278,163,222,306
1,15,209,254,136,279,163,222,306
1,15,213,23,40,286,133,146,167
5,15,213,50,188,286,68,255,306
1,15,213,196,183,286,69,99,307
1,15,213,207,188,208,68,255,306
1,15,213,208,40,275,87,224,218
1,15,213,208,59,286,184,199,203
1,15,213,228,50,275,122,199,203
1,15,213,228,50,286,122,199,203
1,15,213,254,190,280,87,222,305
3,15,213,275,40,275,133,146,167
2,15,213,275,40,275,133,180,167
1,15,213,275,40,286,133,146,306
1,15,213,275,188,279,69,222,311
1,15,218,208,188,293,68,255,31
1,16,37,2,3,1,0,76,140
33,16,37,2,3,1,0,94,70
6,16,37,2,3,1,15,94,70
11,16,37,2,169,1,0,94,70
1,16,37,22,3,76,0,94,70
13,16,37,39,84,1,0,94,70
1,17,0,245,217,125,38,101,74
1,17,16,4,20,30,12,23,11
1,17,41,46,223,27,200,76,120
1,17,41,46,223,27,200,76,140
1,17,41,46,223,27,200,89,120
1,17,41,46,223,27,200,89,140
1,17,41,46,223,27,233,76,120
1,17,41,46,223,27,233,76,140
1,17,41,46,223,27,233,89,120
1,17,41,46,223,27,233,89,140
1,17,41,46,223,207,200,76,120
1,17,41,46,223,207,200,76,140
1,17,41,46,223,207,200,89,120
1,17,41,46,223,207,200,89,140
1,17,41,46,223,207,233,76,120
1,17,41,46,223,207,233,76,140
1,17,41,46,223,207,233,89,120
1,17,41,46,223,207,233,89,140
1,17,41,46,250,27,200,76,120
1,17,41,46,250,27,200,76,140
1,17,41,46,250,27,200,89,120
1,17,41,46,250,27,200,89,140
1,17,41,46,250,27,233,76,120
1,17,41,46,250,27,233,76,140
1,17,41,46,250,27,233,89,120
1,17,41,46,250,27,233,89,140
1,17,41,46,250,207,200,76,120
1,17,41,46,250,207,200,76,140
1,17,41,46,250,207,200,89,120
1,17,41,46,250,207,200,89,140
1,17,41,46,250,207,233,76,120
1,17,41,46,250,207,233,76,140
1,17,41,46,250,207,233,89,120
1,17,41,46,250,207,233,89,140
1,17,41,59,223,27,200,76,120
1,17,41,59,223,27,200,76,140
1,17,41,59,223,27,200,89,120
1,17,41,59,223,27,200,89,140
1,17,41,59,223,27,233,76,120
1,17,41,59,223,27,233,76,140
1,17,41,59,223,27,233,89,120
1,17,41,59,223,27,233,89,140
1,17,41,59,223,207,200,76,120
1,17,41,59,223,207,200,76,140
1,17,41,59,223,207,200,89,120
1,17,41,59,223,207,200,89,140
1,17,41,59,223,207,233,76,120
1,17,41,59,223,207,233,76,140
1,17,41,59,223,207,233,89,120
1,17,41,59,223,207,233,89,140
1,17,41,59,250,27,200,76,120
1,17,41,59,250,27,200,76,140
1,17,41,59,250,27,200,89,120
1,17,41,59,250,27,200,89,140
1,17,41,59,250,27,233,76,120
1,17,41,59,250,27,233,76,140
1,17,41,59,250,27,233,89,120
1,17,41,59,250,27,233,89,140
1,17,41,59,250,207,200,76,120
1,17,41,59,250,207,200,76,140
1,17,41,59,250,207,200,89,120
1,17,41,59,250,207,200,89,140
1,17,41,59,250,207,233,76,120
1,17,41,59,250,207,233,76,140
1,17,41,59,250,207,233,89,120
1,17,41,59,250,207,233,89,140
58,17,190,53,4,27,192,89,56
3,17,190,53,4,27,192,89,120
5,17,190,53,157,27,192,89,56
4,17,190,53,223,27,192,89,120
3,17,190,53,223,27,200,89,120
5,17,190,59,223,27,200,89,120
1,17,191,46,223,27,200,76,120
1,17,191,46,223,27,200,76,140
1,17,191,46,223,27,200,89,120
1,17,191,46,223,27,200,89,140
1,17,191,46,223,27,233,76,120
1,17,191,46,223,27,233,76,140
1,17,191,46,223,27,233,89,120
1,17,191,46,223,27,233,89,140
1,17,191,46,223,207,200,76,120
1,17,191,46,223,207,200,76,140
1,17,191,46,223,207,200,89,120
1,17,191,46,223,207,200,89,140
1,17,191,46,223,207,233,76,120
1,17,191,46,223,207,233,76,140
1,17,191,46,223,207,233,89,120
1,17,191,46,223,207,233,89,140
1,17,191,46,250,27,200,76,120
1,17,191,46,250,27,200,76,140
1,17,191,46,250,27,200,89,120
1,17,191,46,250,27,200,89,140
1,17,191,46,250,27,233,76,120
1,17,191,46,250,27,233,76,140
1,17,191,46,250,27,233,89,120
1,17,191,46,250,27,233,89,140
1,17,191,46,250,207,200,76,120
1,17,191,46,250,207,200,76,140
1,17,191,46,250,207,200,89,120
1,17,191,46,250,207,200,89,140
1,17,191,46,250,207,233,76,120
1,17,191,46,250,207,233,76,140
1,17,191,46,250,207,233,89,120
1,17,191,46,250,207,233,89,140
1,17,191,59,223,27,200,76,120
1,17,191,59,223,27,200,76,140
8,17,191,59,223,27,200,87,120
4,17,191,59,223,27,200,89,120
1,17,191,59,223,27,200,89,140
1,17,191,59,223,27,233,76,120
1,17,191,59,223,27,233,76,140
1,17,191,59,223,27,233,89,120
1,17,191,59,223,27,233,89,140
2,17,191,59,223,130,200,87,120
1,17,191,59,223,207,200,76,120
1,17,191,59,223,207,200,76,140
1,17,191,59,223,207,200,89,120
1,17,191,59,223,207,200,89,140
1,17,191,59,223,207,233,76,120
1,17,191,59,223,207,233,76,140
1,17,191,59,223,207,233,89,120
1,17,191,59,223,207,233,89,140
1,17,191,59,250,27,200,76,120
1,17,191,59,250,27,200,76,140
1,17,191,59,250,27,200,89,120
1,17,191,59,250,27,200,89,140
1,17,191,59,250,27,233,76,120
1,17,191,59,250,27,233,76,140
1,17,191,59,250,27,233,89,120
1,17,191,59,250,27,233,89,140
1,17,191,59,250,207,200,76,120
1,17,191,59,250,207,200,76,140
1,17,191,59,250,207,200,89,120
1,17,191,59,250,207,200,89,140
1,17,191,59,250,207,233,76,120
1,17,191,59,250,207,233,76,140
1,17,191,59,250,207,233,89,120
1,17,191,59,250,207,233,89,140
11,18,38,55,125,9,3,158,5
2,18,38,55,125,9,58,158,5
13,18,38,55,125,60,58,158,5
32,19,159,79,128,126,60,75,186
15,19,159,79,128,126,60,154,186
3,19,159,79,128,126,62,75,186
1,19,159,79,128,126,94,150,264
3,19,159,79,128,127,60,154,186
1,19,159,79,128,127,60,282,186
1,19,159,79,128,188,62,75,186
1,19,159,79,128,188,62,154,186
1,19,177,76,128,2,62,153,186
3,19,178,76,128,2,60,154,127
13,19,178,76,128,2,60,154,186
1,19,178,76,128,2,62,154,127
2,19,178,76,151,2,244,154,186
1,19,178,76,252,2,137,154,186
1,19,178,79,128,2,60,154,186
1,20,159,79,128,127,62,150,186
9,20,178,76,128,2,62,154,186
1,21,3,85,2,98,101,23,38
2,21,11,97,46,118,30,175,242
1,21,11,97,46,118,30,175,300
1,21,13,79,128,127,62,150,186
9,21,13,79,128,127,62,150,243
2,21,13,79,128,127,62,150,264
1,21,13,79,164,127,94,150,264
2,21,14,233,44,212,62,154,281
3,21,14,233,44,212,191,57,267
6,21,14,233,44,212,191,57,281
1,21,14,233,44,212,191,154,281
1,21,16,4,8,30,12,23,74
1,21,16,4,20,30,12,23,11
1,21,44,31,96,48,28,101,14
1,21,66,76,124,2,61,84,49
1,21,66,76,124,2,61,84,76
1,21,66,76,124,2,61,110,49
1,21,66,76,124,2,61,110,76
1,21,66,76,124,2,190,84,49
1,21,66,76,124,2,190,84,76
1,21,66,76,124,2,190,110,49
1,21,66,76,124,2,190,110,76
1,21,66,76,124,219,61,84,49
1,21,66,76,124,219,61,84,76
1,21,66,76,124,219,61,110,49
1,21,66,76,124,219,61,110,76
1,21,66,76,124,219,190,84,49
1,21,66,76,124,219,190,84,76
1,21,66,76,124,219,190,110,49
1,21,66,76,124,219,190,110,76
1,21,66,76,138,2,61,84,49
1,21,66,76,138,2,61,84,76
1,21,66,76,138,2,61,110,49
1,21,66,76,138,2,61,110,76
1,21,66,76,138,2,190,84,49
1,21,66,76,138,2,190,84,76
1,21,66,76,138,2,190,110,49
1,21,66,76,138,2,190,110,76
1,21,66,76,138,219,61,84,49
1,21,66,76,138,219,61,84,76
1,21,66,76,138,219,61,110,49
1,21,66,76,138,219,61,110,76
1,21,66,76,138,219,190,84,49
1,21,66,76,138,219,190,84,76
1,21,66,76,138,219,190,110,49
1,21,66,76,138,219,190,110,76
1,21,66,79,128,121,165,84,50
1,21,66,79,128,121,165,84,186
1,21,66,79,128,121,165,154,50
1,21,66,79,128,121,165,154,186
1,21,66,79,128,121,221,84,50
1,21,66,79,128,121,221,84,186
1,21,66,79,128,121,221,154,50
1,21,66,79,128,121,221,154,186
1,21,66,79,128,210,165,84,50
1,21,66,79,128,210,165,84,186
1,21,66,79,128,210,165,154,50
1,21,66,79,128,210,165,154,186
1,21,66,79,128,210,221,84,50
1,21,66,79,128,210,221,84,186
1,21,66,79,128,210,221,154,50
1,21,66,79,128,210,221,154,186
1,21,66,79,138,121,165,84,50
1,21,66,79,138,121,165,84,186
1,21,66,79,138,121,165,154,50
1,21,66,79,138,121,165,154,186
1,21,66,79,138,121,221,84,50
1,21,66,79,138,121,221,84,186
1,21,66,79,138,121,221,154,50
1,21,66,79,138,121,221,154,186
1,21,66,79,138,210,165,84,50
1,21,66,79,138,210,165,84,186
1,21,66,79,138,210,165,154,50
1,21,66,79,138,210,165,154,186
1,21,66,79,138,210,221,84,50
1,21,66,79,138,210,221,84,186
1,21,66,79,138,210,221,154,50
1,21,66,79,138,210,221,154,186
1,21,66,213,128,121,165,84,50
1,21,66,213,128,121,165,84,186
1,21,66,213,128,121,165,154,50
1,21,66,213,128,121,165,154,186
1,21,66,213,128,121,221,84,50
1,21,66,213,128,121,221,84,186
1,21,66,213,128,121,221,154,50
1,21,66,213,128,121,221,154,186
1,21,66,213,128,210,165,84,50
1,21,66,213,128,210,165,84,186
1,21,66,213,128,210,165,154,50
1,21,66,213,128,210,165,154,186
1,21,66,213,128,210,221,84,50
1,21,66,213,128,210,221,84,186
1,21,66,213,128,210,221,154,50
1,21,66,213,128,210,221,154,186
1,21,66,213,138,121,165,84,50
1,21,66,213,138,121,165,84,186
1,21,66,213,138,121,165,154,50
1,21,66,213,138,121,165,154,186
1,21,66,213,138,121,221,84,50
1,21,66,213,138,121,221,84,186
1,21,66,213,138,121,221,154,50
1,21,66,213,138,121,221,154,186
1,21,66,213,138,210,165,84,50
1,21,66,213,138,210,165,84,186
1,21,66,213,138,210,165,154,50
1,21,66,213,138,210,165,154,186
1,21,66,213,138,210,221,84,50
1,21,66,213,138,210,221,84,186
1,21,66,213,138,210,221,154,50
1,21,66,213,138,210,221,154,186
1,21,71,133,185,26,11,13,242
1,21,105,79,128,127,62,83,53
1,21,105,79,128,127,62,83,186
1,21,105,79,128,127,62,154,53
1,21,105,79,128,127,62,154,186
1,21,105,79,128,127,189,83,53
1,21,105,79,128,127,189,83,186
1,21,105,79,128,127,189,154,53
1,21,105,79,128,127,189,154,186
1,21,105,79,128,203,62,83,53
1,21,105,79,128,203,62,83,186
1,21,105,79,128,203,62,154,53
1,21,105,79,128,203,62,154,186
1,21,105,79,128,203,189,83,53
1,21,105,79,128,203,189,83,186
1,21,105,79,128,203,189,154,53
1,21,105,79,128,203,189,154,186
3,21,105,79,195,127,62,83,53
1,21,105,79,195,127,62,83,186
2,21,105,79,195,127,62,83,226
3,21,105,79,195,127,62,153,53
1,21,105,79,195,127,62,153,186
2,21,105,79,195,127,62,153,226
3,21,105,79,195,127,189,83,53
1,21,105,79,195,127,189,83,186
2,21,105,79,195,127,189,83,226
3,21,105,79,195,127,189,153,53
1,21,105,79,195,127,189,153,186
2,21,105,79,195,127,189,153,226
3,21,105,79,195,203,62,83,53
1,21,105,79,195,203,62,83,186
2,21,105,79,195,203,62,83,226
3,21,105,79,195,203,62,153,53
1,21,105,79,195,203,62,153,186
2,21,105,79,195,203,62,153,226
3,21,105,79,195,203,189,83,53
1,21,105,79,195,203,189,83,186
2,21,105,79,195,203,189,83,226
3,21,105,79,195,203,189,153,53
1,21,105,79,195,203,189,153,186
2,21,105,79,195,203,189,153,226
4,21,105,79,237,127,62,83,53
2,21,105,79,237,127,62,83,186
2,21,105,79,237,127,62,83,226
3,21,105,79,237,127,62,153,53
1,21,105,79,237,127,62,153,186
2,21,105,79,237,127,62,153,226
1,21,105,79,237,127,62,154,53
1,21,105,79,237,127,62,154,186
4,21,105,79,237,127,189,83,53
2,21,105,79,237,127,189,83,186
2,21,105,79,237,127,189,83,226
3,21,105,79,237,127,189,153,53
1,21,105,79,237,127,189,153,186
2,21,105,79,237,127,189,153,226
1,21,105,79,237,127,189,154,53
1,21,105,79,237,127,189,154,186
4,21,105,79,237,203,62,83,53
2,21,105,79,237,203,62,83,186
2,21,105,79,237,203,62,83,226
3,21,105,79,237,203,62,153,53
1,21,105,79,237,203,62,153,186
2,21,105,79,237,203,62,153,226
1,21,105,79,237,203,62,154,53
1,21,105,79,237,203,62,154,186
4,21,105,79,237,203,189,83,53
2,21,105,79,237,203,189,83,186
2,21,105,79,237,203,189,83,226
3,21,105,79,237,203,189,153,53
1,21,105,79,237,203,189,153,186
2,21,105,79,237,203,189,153,226
1,21,105,79,237,203,189,154,53
1,21,105,79,237,203,189,154,186
1,21,105,121,128,127,62,83,53
1,21,105,121,128,127,62,83,186
1,21,105,121,128,127,62,154,53
1,21,105,121,128,127,62,154,186
1,21,105,121,128,127,189,83,53
1,21,105,121,128,127,189,83,186
1,21,105,121,128,127,189,154,53
1,21,105,121,128,127,189,154,186
1,21,105,121,128,203,62,83,53
1,21,105,121,128,203,62,83,186
1,21,105,121,128,203,62,154,53
1,21,105,121,128,203,62,154,186
1,21,105,121,128,203,189,83,53
1,21,105,121,128,203,189,83,186
1,21,105,121,128,203,189,154,53
1,21,105,121,128,203,189,154,186
3,21,105,121,195,127,62,83,53
1,21,105,121,195,127,62,83,186
2,21,105,121,195,127,62,83,226
3,21,105,121,195,127,62,153,53
1,21,105,121,195,127,62,153,186
2,21,105,121,195,127,62,153,226
3,21,105,121,195,127,189,83,53
1,21,105,121,195,127,189,83,186
2,21,105,121,195,127,189,83,226
3,21,105,121,195,127,189,153,53
1,21,105,121,195,127,189,153,186
2,21,105,121,195,127,189,153,226
3,21,105,121,195,203,62,83,53
1,21,105,121,195,203,62,83,186
2,21,105,121,195,203,62,83,226
3,21,105,121,195,203,62,153,53
1,21,105,121,195,203,62,153,186
2,21,105,121,195,203,62,153,226
3,21,105,121,195,203,189,83,53
1,21,105,121,195,203,189,83,186
2,21,105,121,195,203,189,83,226
3,21,105,121,195,203,189,153,53
1,21,105,121,195,203,189,153,186
2,21,105,121,195,203,189,153,226
4,21,105,121,237,127,62,83,53
2,21,105,121,237,127,62,83,186
2,21,105,121,237,127,62,83,226
3,21,105,121,237,127,62,153,53
1,21,105,121,237,127,62,153,186
2,21,105,121,237,127,62,153,226
1,21,105,121,237,127,62,154,53
1,21,105,121,237,127,62,154,186
4,21,105,121,237,127,189,83,53
2,21,105,121,237,127,189,83,186
2,21,105,121,237,127,189,83,226
3,21,105,121,237,127,189,153,53
1,21,105,121,237,127,189,153,186
2,21,105,121,237,127,189,153,226
1,21,105,121,237,127,189,154,53
1,21,105,121,237,127,189,154,186
4,21,105,121,237,203,62,83,53
2,21,105,121,237,203,62,83,186
2,21,105,121,237,203,62,83,226
3,21,105,121,237,203,62,153,53
1,21,105,121,237,203,62,153,186
2,21,105,121,237,203,62,153,226
1,21,105,121,237,203,62,154,53
1,21,105,121,237,203,62,154,186
4,21,105,121,237,203,189,83,53
2,21,105,121,237,203,189,83,186
2,21,105,121,237,203,189,83,226
3,21,105,121,237,203,189,153,53
1,21,105,121,237,203,189,153,186
2,21,105,121,237,203,189,153,226
1,21,105,121,237,203,189,154,53
1,21,105,121,237,203,189,154,186
1,21,106,79,128,127,62,80,34
1,21,106,79,128,127,62,80,186
1,21,106,79,128,127,62,274,34
1,21,106,79,128,127,62,274,186
1,21,106,79,128,127,155,80,34
1,21,106,79,128,127,155,80,186
1,21,106,79,128,127,155,274,34
1,21,106,79,128,127,155,274,186
1,21,106,79,128,219,62,80,34
1,21,106,79,128,219,62,80,186
1,21,106,79,128,219,62,274,34
1,21,106,79,128,219,62,274,186
1,21,106,79,128,219,155,80,34
1,21,106,79,128,219,155,80,186
1,21,106,79,128,219,155,274,34
1,21,106,79,128,219,155,274,186
1,21,106,79,162,127,62,80,34
1,21,106,79,162,127,62,80,186
1,21,106,79,162,127,62,274,34
1,21,106,79,162,127,62,274,186
1,21,106,79,162,127,155,80,34
1,21,106,79,162,127,155,80,186
1,21,106,79,162,127,155,274,34
1,21,106,79,162,127,155,274,186
1,21,106,79,162,219,62,80,34
1,21,106,79,162,219,62,80,186
1,21,106,79,162,219,62,274,34
1,21,106,79,162,219,62,274,186
1,21,106,79,162,219,155,80,34
1,21,106,79,162,219,155,80,186
1,21,106,79,162,219,155,274,34
1,21,106,79,162,219,155,274,186
1,21,106,79,252,188,73,154,246
1,21,106,221,128,127,62,80,34
1,21,106,221,128,127,62,80,186
1,21,106,221,128,127,62,274,34
1,21,106,221,128,127,62,274,186
1,21,106,221,128,127,155,80,34
1,21,106,221,128,127,155,80,186
1,21,106,221,128,127,155,274,34
1,21,106,221,128,127,155,274,186
1,21,106,221,128,219,62,80,34
1,21,106,221,128,219,62,80,186
1,21,106,221,128,219,62,274,34
1,21,106,221,128,219,62,274,186
1,21,106,221,128,219,155,80,34
1,21,106,221,128,219,155,80,186
1,21,106,221,128,219,155,274,34
1,21,106,221,128,219,155,274,186
1,21,106,221,162,127,62,80,34
1,21,106,221,162,127,62,80,186
1,21,106,221,162,127,62,274,34
1,21,106,221,162,127,62,274,186
1,21,106,221,162,127,155,80,34
1,21,106,221,162,127,155,80,186
1,21,106,221,162,127,155,274,34
1,21,106,221,162,127,155,274,186
1,21,106,221,162,219,62,80,34
1,21,106,221,162,219,62,80,186
1,21,106,221,162,219,62,274,34
1,21,106,221,162,219,62,274,186
1,21,106,221,162,219,155,80,34
1,21,106,221,162,219,155,80,186
1,21,106,221,162,219,155,274,34
1,21,106,221,162,219,155,274,186
1,21,121,76,49,2,95,154,186
1,21,128,76,252,2,73,154,246
7,21,144,69,123,127,62,154,186
3,21,144,69,128,127,62,154,186
1,21,144,79,123,127,62,154,186
1,21,144,79,128,127,62,154,186
1,21,153,20,49,216,94,150,101
2,21,153,20,49,216,94,150,246
5,21,153,76,214,2,107,154,186
1,21,154,79,128,127,62,154,186
3,21,154,79,128,188,54,75,186
1,21,154,79,128,188,62,75,166
12,21,154,79,128,188,62,75,176
65,21,154,79,128,188,62,75,186
5,21,154,79,128,188,62,154,176
18,21,154,79,128,188,62,154,186
7,21,154,79,128,188,62,178,186
1,21,159,17,124,99,53,110,76
1,21,159,17,124,216,61,110,76
1,21,159,17,124,223,53,110,76
1,21,159,69,123,127,62,154,186
1,21,159,69,128,127,62,154,186
1,21,159,74,128,46,62,75,186
1,21,159,74,128,127,61,154,186
1,21,159,76,38,127,62,267,186
2,21,159,76,124,2,62,110,76
1,21,159,76,124,2,62,110,95
1,21,159,76,124,2,62,110,186
1,21,159,76,124,10,6,6,76
1,21,159,76,124,10,6,6,95
1,21,159,76,124,10,6,6,264
1,21,159,76,124,10,6,110,76
1,21,159,76,124,10,6,110,95
1,21,159,76,124,10,6,110,264
1,21,159,76,124,10,6,282,76
1,21,159,76,124,10,6,282,95
1,21,159,76,124,10,6,282,264
1,21,159,76,124,10,51,6,76
1,21,159,76,124,10,51,6,95
1,21,159,76,124,10,51,6,264
1,21,159,76,124,10,51,110,76
1,21,159,76,124,10,51,110,95
1,21,159,76,124,10,51,110,264
1,21,159,76,124,10,51,282,76
1,21,159,76,124,10,51,282,95
1,21,159,76,124,10,51,282,264
1,21,159,76,124,39,62,110,76
1,21,159,76,124,39,62,110,95
1,21,159,76,124,40,62,44,76
1,21,159,76,124,99,6,6,76
1,21,159,76,124,99,6,6,95
1,21,159,76,124,99,6,6,264
1,21,159,76,124,99,6,110,76
1,21,159,76,124,99,6,110,95
1,21,159,76,124,99,6,110,264
1,21,159,76,124,99,6,282,76
1,21,159,76,124,99,6,282,95
1,21,159,76,124,99,6,282,264
1,21,159,76,124,99,51,6,76
1,21,159,76,124,99,51,6,95
1,21,159,76,124,99,51,6,264
2,21,159,76,124,99,51,110,76
2,21,159,76,124,99,51,110,95
1,21,159,76,124,99,51,110,264
2,21,159,76,124,99,51,282,76
2,21,159,76,124,99,51,282,95
1,21,159,76,124,99,51,282,264
1,21,159,76,124,223,6,6,76
1,21,159,76,124,223,6,6,95
1,21,159,76,124,223,6,6,264
1,21,159,76,124,223,6,110,76
1,21,159,76,124,223,6,110,95
1,21,159,76,124,223,6,110,264
1,21,159,76,124,223,6,282,76
1,21,159,76,124,223,6,282,95
1,21,159,76,124,223,6,282,264
1,21,159,76,124,223,51,6,76
1,21,159,76,124,223,51,6,95
1,21,159,76,124,223,51,6,264
2,21,159,76,124,223,51,110,76
2,21,159,76,124,223,51,110,95
1,21,159,76,124,223,51,110,264
2,21,159,76,124,223,51,282,76
2,21,159,76,124,223,51,282,95
1,21,159,76,124,223,51,282,264
1,21,159,76,128,2,61,154,186
1,21,159,76,128,2,62,75,186
2,21,159,76,128,2,62,153,186
3,21,159,76,128,2,62,154,127
1,21,159,76,128,2,62,154,185
11,21,159,76,128,2,62,154,186
1,21,159,76,128,127,62,150,303
1,21,159,76,128,127,62,153,186
3,21,159,76,128,127,62,154,186
1,21,159,76,128,188,62,75,186
3,21,159,76,128,188,62,154,127
5,21,159,76,128,188,62,154,186
1,21,159,76,151,214,244,154,246
1,21,159,76,191,216,94,154,127
1,21,159,76,252,2,137,6,76
5,21,159,79,38,127,62,267,186
1,21,159,79,49,127,61,150,264
1,21,159,79,111,216,93,154,186
1,21,159,79,123,127,62,154,186
1,21,159,79,124,2,62,38,186
2,21,159,79,124,2,62,110,76
1,21,159,79,124,2,62,110,95
1,21,159,79,124,2,62,150,186
1,21,159,79,124,10,6,6,76
1,21,159,79,124,10,6,6,95
1,21,159,79,124,10,6,6,264
1,21,159,79,124,10,6,110,76
1,21,159,79,124,10,6,110,95
1,21,159,79,124,10,6,110,264
1,21,159,79,124,10,6,282,76
1,21,159,79,124,10,6,282,95
1,21,159,79,124,10,6,282,264
1,21,159,79,124,10,51,6,76
1,21,159,79,124,10,51,6,95
1,21,159,79,124,10,51,6,264
1,21,159,79,124,10,51,110,76
1,21,159,79,124,10,51,110,95
1,21,159,79,124,10,51,110,264
1,21,159,79,124,10,51,282,76
1,21,159,79,124,10,51,282,95
1,21,159,79,124,10,51,282,264
1,21,159,79,124,10,61,6,76
1,21,159,79,124,10,61,6,95
1,21,159,79,124,10,61,6,264
1,21,159,79,124,10,61,44,76
1,21,159,79,124,10,61,44,95
1,21,159,79,124,10,61,44,264
1,21,159,79,124,10,61,110,264
1,21,159,79,124,10,61,242,76
1,21,159,79,124,10,61,242,95
1,21,159,79,124,10,61,242,264
1,21,159,79,124,10,61,282,76
1,21,159,79,124,10,61,282,95
1,21,159,79,124,10,61,282,264
1,21,159,79,124,39,33,242,95
2,21,159,79,124,39,35,38,95
1,21,159,79,124,39,35,268,75
1,21,159,79,124,39,62,110,76
8,21,159,79,124,39,62,110,95
2,21,159,79,124,39,62,242,95
8,21,159,79,124,40,35,38,75
14,21,159,79,124,40,35,38,76
64,21,159,79,124,40,35,38,91
2,21,159,79,124,40,35,38,95
1,21,159,79,124,40,35,138,76
5,21,159,79,124,40,35,138,91
1,21,159,79,124,40,35,268,75
3,21,159,79,124,40,35,268,76
6,21,159,79,124,40,35,268,91
5,21,159,79,124,40,54,138,91
4,21,159,79,124,40,61,38,75
12,21,159,79,124,40,61,38,76
9,21,159,79,124,40,61,38,91
1,21,159,79,124,40,61,44,76
4,21,159,79,124,40,61,268,76
4,21,159,79,124,40,61,268,91
7,21,159,79,124,40,62,44,76
61,21,159,79,124,40,62,44,91
2,21,159,79,124,40,62,110,76
1,21,159,79,124,40,62,138,91
1,21,159,79,124,40,62,138,95
11,21,159,79,124,40,62,154,91
1,21,159,79,124,40,62,282,76
1,21,159,79,124,99,6,6,76
1,21,159,79,124,99,6,6,95
1,21,159,79,124,99,6,6,264
1,21,159,79,124,99,6,110,76
1,21,159,79,124,99,6,110,95
1,21,159,79,124,99,6,110,264
1,21,159,79,124,99,6,282,76
1,21,159,79,124,99,6,282,95
1,21,159,79,124,99,6,282,264
1,21,159,79,124,99,51,6,76
1,21,159,79,124,99,51,6,95
1,21,159,79,124,99,51,6,264
2,21,159,79,124,99,51,110,76
2,21,159,79,124,99,51,110,95
1,21,159,79,124,99,51,110,264
2,21,159,79,124,99,51,282,76
2,21,159,79,124,99,51,282,95
1,21,159,79,124,99,51,282,264
1,21,159,79,124,99,53,110,76
1,21,159,79,124,99,61,110,76
2,21,159,79,124,99,61,242,76
1,21,159,79,124,127,54,44,95
2,21,159,79,124,127,54,282,95
1,21,159,79,124,127,62,6,91
1,21,159,79,124,127,62,6,186
3,21,159,79,124,127,62,6,264
1,21,159,79,124,127,62,44,91
9,21,159,79,124,127,62,282,95
2,21,159,79,124,128,62,44,91
1,21,159,79,124,140,61,44,91
1,21,159,79,124,178,61,257,95
1,21,159,79,124,178,61,257,267
1,21,159,79,124,178,61,282,95
1,21,159,79,124,178,61,282,267
1,21,159,79,124,178,242,257,95
1,21,159,79,124,178,242,257,267
1,21,159,79,124,178,242,282,95
1,21,159,79,124,178,242,282,267
2,21,159,79,124,188,62,44,91
1,21,159,79,124,188,62,154,186
1,21,159,79,124,216,142,282,246
2,21,159,79,124,222,35,38,76
8,21,159,79,124,222,35,38,91
1,21,159,79,124,222,61,38,91
1,21,159,79,124,223,6,6,76
1,21,159,79,124,223,6,6,95
1,21,159,79,124,223,6,6,264
1,21,159,79,124,223,6,110,76
1,21,159,79,124,223,6,110,95
1,21,159,79,124,223,6,110,264
1,21,159,79,124,223,6,282,76
1,21,159,79,124,223,6,282,95
1,21,159,79,124,223,6,282,264
1,21,159,79,124,223,51,6,76
1,21,159,79,124,223,51,6,95
1,21,159,79,124,223,51,6,264
